Colonne1;T0 vs T6L S;T0 vs T6L R;T0 vs T6D S;T0 vs T6D R;T6L vs T6D S;T6L vs T6D R
RC7G0057500;0;0;0;0;0;0
RC7G0057600;0;0;0;0;0;0
RC7G0057700;0;0;0;0;0;0
RC7G0057800;0;0;0;0;0;0
RC7G0057900;0;0;0;0;0;0
RC7G0058000;0;0;0;0;0;0
RC7G0058100;0;1;0;1;0;0
RC7G0058200;0;1;0;1;0;0
RC7G0058300;0;0;0;0;0;0
RC7G0058400;0;0;0;1;0;1
RC7G0058500;0;1;0;0;0;0
RC7G0058600;0;0;0;0;0;0
RC7G0058700;0;0;0;0;0;0
RC7G0058800;0;0;0;0;0;0
RC7G0058900;0;0;0;0;0;0
RC7G0059000;0;0;0;0;0;0
RC7G0059100;0;0;0;0;0;0
RC7G0059200;0;0;0;0;0;0
RC7G0059300;0;0;0;1;0;0
RC7G0059400;0;0;0;0;0;0
RC7G0059500;0;0;0;0;0;0
RC7G0059600;0;0;0;0;0;0
RC7G0059700;0;0;0;0;0;0
RC7G0059800;0;0;0;0;0;0
RC7G0059900;0;0;1;0;1;0
RC7G0060000;0;0;0;0;0;0
RC7G0060100;0;0;0;0;0;0
RC7G0060200;0;0;0;0;0;0
RC7G0060300;0;0;0;0;0;0
RC7G0060400;0;0;0;0;0;0
RC7G0060500;1;0;0;0;0;0
RC7G0060600;0;0;0;0;0;0
RC7G0060700;0;1;0;1;0;0
RC7G0060800;0;0;0;0;0;0
RC7G0060900;0;1;0;1;0;0
RC7G0061000;0;0;0;0;0;0
RC7G0061100;0;0;0;0;0;0
RC7G0061200;0;0;0;0;0;0
RC7G0061300;0;0;0;0;0;0
RC7G0061400;0;0;1;0;0;0
RC7G0061500;1;0;0;0;0;0
RC7G0061600;0;0;0;0;0;0
RC7G0061700;1;0;1;0;0;0
RC7G0061800;0;1;0;1;0;0
RC7G0061900;0;0;0;0;0;0
RC7G0062000;0;0;0;0;0;0
RC7G0062100;0;0;0;0;0;0
RC7G0062200;0;0;0;1;0;0
RC7G0062300;0;0;0;0;0;0
RC7G0062400;0;0;0;0;0;0
RC7G0062500;0;0;0;1;0;0
RC7G0062600;0;0;0;0;0;0
RC7G0062700;0;0;0;0;0;0
RC7G0062800;0;0;0;0;0;0
RC7G0062900;0;0;0;0;0;0
RC7G0063000;0;0;0;0;0;0
RC7G0063100;0;0;0;0;0;0
RC7G0063200;0;0;0;0;0;0
RC7G0063300;0;0;0;0;0;0
RC7G0063400;0;0;0;0;0;0
RC7G0063500;0;0;0;1;0;0
RC7G0063600;0;0;0;0;0;0
RC7G0063700;0;0;0;0;0;0
RC7G0063800;0;0;0;0;0;0
RC7G0063900;0;0;0;1;0;0
RC7G0064000;0;0;0;0;0;0
RC7G0064100;0;0;0;0;0;0
RC7G0064200;0;0;0;0;0;0
RC7G0064300;0;0;0;0;0;0
RC7G0064400;0;0;0;0;0;0
RC7G0064500;0;0;0;0;0;0
RC7G0064600;0;0;0;0;0;0
RC7G0064700;0;0;0;0;0;0
RC7G0064800;0;0;1;0;0;0
RC7G0064900;0;0;1;0;0;0
RC7G0065000;0;0;0;0;0;0
RC7G0065100;0;0;0;0;0;0
RC7G0065200;0;0;0;0;0;0
RC7G0065300;0;0;0;0;0;0
RC7G0065400;0;0;0;0;0;0
RC7G0065500;0;0;0;0;0;0
RC7G0065600;0;0;0;0;0;0
RC7G0065700;0;0;0;0;0;0
RC7G0065800;0;0;0;0;0;0
RC7G0065900;0;1;0;1;0;1
RC7G0066000;0;1;0;0;1;0
RC7G0066100;0;0;0;1;0;0
RC7G0066200;0;0;0;0;0;0
RC7G0066300;0;0;0;0;0;0
RC7G0066400;0;0;0;0;0;0
RC7G0066500;0;0;0;0;0;0
RC7G0066600;0;0;0;0;0;0
RC7G0066700;0;0;0;0;0;0
RC7G0066800;0;0;0;0;0;0
RC7G0066900;0;0;0;0;0;0
RC7G0067000;0;0;0;0;0;0
RC7G0067100;0;0;0;0;0;0
RC7G0067200;0;0;0;0;0;0
RC7G0067300;0;0;0;0;0;0
RC7G0067400;0;0;0;0;0;0
RC7G0067500;0;0;0;0;0;0
RC7G0067600;0;0;0;0;0;0
RC7G0067700;0;0;0;0;0;0
RC7G0067800;0;0;1;0;1;0
RC7G0067900;0;0;0;0;0;0
RC7G0068000;0;0;0;0;0;0
RC7G0068100;0;0;0;0;0;0
RC7G0068200;0;0;1;0;0;0
RC7G0068300;0;0;0;0;0;0
RC7G0068400;0;0;0;0;0;0
RC7G0068500;0;0;0;1;0;0
RC7G0068600;0;0;0;0;0;0
RC7G0068700;0;0;0;0;0;0
RC7G0068800;0;0;0;0;0;0
RC7G0068900;0;0;0;0;0;0
RC7G0069000;0;1;0;1;0;0
RC7G0069100;0;0;0;0;0;0
RC7G0069200;0;0;0;1;0;1
RC7G0069300;0;0;0;0;0;0
RC7G0069400;0;0;0;0;0;0
RC7G0069500;0;0;0;0;0;0
RC7G0069600;0;0;0;0;0;0
RC7G0069700;0;0;0;0;0;0
RC7G0069800;0;0;0;1;0;1
RC7G0069900;0;0;0;1;0;0
RC7G0070000;0;0;0;0;0;0
RC7G0070100;0;0;0;0;0;0
RC7G0070200;0;0;0;0;0;0
RC7G0070300;0;0;0;0;0;0
RC7G0070400;0;0;0;0;0;0
RC7G0070500;0;0;0;1;0;0
RC7G0070600;0;0;0;0;0;0
RC7G0070700;0;0;0;0;0;0
RC7G0070800;0;0;0;0;0;0
RC7G0070900;0;0;0;0;0;0
RC7G0071000;0;0;0;0;0;0
RC7G0071100;0;0;0;0;0;0
RC7G0071200;0;1;0;1;0;0
RC7G0071300;0;0;0;0;0;0
RC7G0071400;0;0;0;0;0;0
RC7G0071500;1;0;1;0;0;0
RC7G0071600;0;0;0;0;0;0
RC7G0071700;0;0;0;0;0;0
RC7G0071800;0;0;0;0;1;0
RC7G0071900;0;0;0;0;0;0
RC7G0072000;0;0;0;0;0;0
RC7G0072100;0;0;0;0;0;0
RC7G0072200;0;0;0;0;0;0
RC7G0072300;0;0;0;0;0;0
RC7G0072400;1;0;0;0;0;0
RC7G0072500;0;1;0;1;0;0
RC7G0072600;0;0;0;0;0;0
RC7G0072700;0;0;0;0;0;0
RC7G0072800;0;0;0;0;0;0
RC7G0072900;0;0;0;0;0;0
RC7G0073000;0;0;0;0;0;0
RC7G0073100;0;0;0;0;0;0
RC7G0073200;0;0;0;0;0;0
RC7G0073300;0;0;0;0;0;0
RC7G0073400;0;0;0;0;0;0
RC7G0073500;0;0;0;0;0;0
RC7G0073600;0;0;0;0;0;0
RC7G0073700;0;1;0;0;0;0
RC7G0073800;0;1;0;1;0;0
RC7G0073900;0;0;0;0;0;0
RC7G0074000;1;0;0;0;0;1
RC7G0074100;0;0;0;0;1;0
RC7G0074200;0;0;0;0;0;0
RC7G0074300;0;0;0;0;0;0
RC7G0074400;0;1;0;0;0;0
RC7G0074500;0;0;0;0;0;0
RC7G0074600;0;0;0;0;0;0
RC7G0074700;0;0;0;0;0;0
RC7G0074800;0;0;0;0;0;0
RC7G0074900;0;0;0;0;0;0
RC7G0075000;0;0;0;0;0;0
RC7G0075100;0;1;0;1;0;0
RC7G0075200;0;0;0;1;0;0
RC7G0075300;0;0;0;0;0;0
RC7G0075400;0;0;0;0;0;0
RC7G0075500;0;0;0;0;0;0
RC7G0075600;0;1;0;1;0;0
RC7G0075700;0;0;0;0;0;0
RC7G0075800;0;0;0;0;0;0
RC7G0075900;0;0;0;1;0;0
RC7G0076000;0;0;0;0;0;0
RC7G0076100;0;0;0;0;0;0
RC7G0076200;0;0;0;0;0;0
RC7G0076300;0;0;0;0;0;0
RC7G0076400;0;0;0;0;0;0
RC7G0076500;0;0;0;0;0;0
RC7G0076600;0;0;0;0;0;0
RC7G0076700;0;0;0;0;0;0
RC7G0076800;0;0;0;0;0;0
RC7G0076900;0;0;0;0;0;0
RC7G0077000;0;0;0;0;0;0
RC7G0077100;0;0;0;1;0;0
RC7G0077200;0;0;0;0;0;0
RC7G0077300;0;0;0;0;0;0
RC7G0077400;0;0;0;0;0;0
RC7G0077500;0;1;0;0;0;0
RC7G0077600;0;0;0;0;0;0
RC7G0077700;0;0;0;0;0;0
RC7G0077800;0;0;0;0;0;0
RC7G0077900;0;0;0;0;0;0
RC7G0078000;0;0;0;0;0;0
RC7G0078100;0;0;0;0;0;0
RC7G0078200;0;0;0;0;0;0
RC7G0078300;0;0;0;0;0;0
RC7G0078400;0;0;0;0;0;0
RC7G0078500;0;0;0;0;0;0
RC7G0078600;0;0;0;0;0;0
RC7G0078700;0;0;0;0;0;0
RC7G0078800;0;0;0;0;0;0
RC7G0078900;0;0;0;0;0;0
RC7G0079000;0;0;0;0;0;0
RC7G0079100;0;0;0;1;0;1
RC7G0079200;0;0;0;1;0;0
RC7G0079300;0;0;0;0;0;0
RC7G0079400;0;0;0;0;0;0
RC7G0079500;0;1;0;1;0;0
RC7G0079600;0;1;0;1;0;0
RC7G0079700;0;0;0;0;0;0
RC7G0079800;0;0;0;0;0;1
RC7G0079900;0;0;0;0;0;0
RC7G0080000;0;0;0;0;0;0
RC7G0080100;0;0;0;0;0;0
RC7G0080200;0;0;0;0;0;0
RC7G0080300;0;0;0;0;0;0
RC7G0080400;0;0;0;0;0;0
RC7G0080500;0;0;0;1;0;1
RC7G0080600;0;0;0;0;0;0
RC7G0080700;0;0;0;0;0;0
RC7G0080800;0;0;0;0;0;0
RC7G0080900;0;0;0;0;0;0
RC7G0081000;0;1;0;0;1;0
RC7G0081100;0;0;0;0;0;0
RC7G0081200;0;0;0;0;0;0
RC7G0081300;0;0;0;0;0;0
RC7G0081400;0;0;0;0;1;0
RC7G0081500;0;0;0;0;0;0
RC7G0081600;0;0;0;0;0;0
RC7G0081700;0;0;0;0;0;0
RC7G0081800;0;0;0;0;0;0
RC7G0081900;0;0;0;0;0;0
RC7G0082000;0;0;0;0;0;0
RC7G0082100;0;0;0;0;0;0
RC7G0082200;0;0;0;0;0;0
RC7G0082300;0;1;0;0;0;0
RC7G0082400;0;0;0;0;0;0
RC7G0082500;0;0;0;0;0;0
RC7G0082600;0;0;0;0;0;0
RC7G0082700;0;0;0;0;0;0
RC7G0082800;0;0;0;0;0;0
RC7G0082900;0;0;0;1;0;0
RC7G0083000;0;0;0;0;0;0
RC7G0083100;0;0;0;0;0;0
RC7G0083200;0;0;0;0;0;0
RC7G0083300;0;0;0;0;0;0
RC7G0083400;0;0;0;0;0;0
RC7G0083500;0;0;1;0;1;0
RC7G0083600;0;0;0;0;0;0
RC7G0083700;0;0;0;0;0;0
RC7G0083800;0;0;0;0;0;0
RC7G0083900;0;0;0;0;0;0
RC7G0084000;0;0;0;0;0;0
RC7G0084100;0;0;0;0;0;0
RC7G0084200;0;0;0;0;0;0
RC7G0084300;0;0;0;0;0;0
RC7G0084400;0;0;0;0;0;0
RC7G0084500;0;0;0;0;0;0
RC7G0084600;0;0;0;0;0;0
RC7G0084700;0;0;0;0;0;0
RC7G0084800;0;0;0;0;0;0
RC7G0084900;1;0;0;0;0;1
RC7G0085000;0;0;0;0;0;0
RC7G0085100;0;0;0;0;0;0
RC7G0085200;0;0;0;0;0;0
RC7G0085300;0;0;0;0;0;0
RC7G0085400;0;0;0;0;0;0
RC7G0085500;0;0;0;0;0;0
RC7G0085600;0;0;0;0;0;0
RC7G0085700;0;0;0;0;0;0
RC7G0085800;0;0;0;0;0;0
RC7G0085900;0;0;0;0;0;0
RC7G0086000;0;0;0;0;0;0
RC7G0086100;0;0;0;0;0;0
RC7G0086200;0;0;0;0;0;0
RC7G0086300;0;0;0;0;0;0
RC7G0086400;0;0;0;0;0;0
RC7G0086500;0;0;0;0;0;0
RC7G0086600;0;0;0;0;0;0
RC7G0086700;0;0;0;0;0;0
RC7G0086800;0;0;0;0;0;0
RC7G0086900;0;0;0;0;0;0
RC7G0087000;0;0;0;0;0;0
RC7G0087100;0;0;0;1;0;0
RC7G0087200;0;1;0;1;0;0
RC7G0087300;0;0;0;0;0;0
RC7G0087400;0;0;0;0;0;0
RC7G0087500;0;1;0;0;0;0
RC7G0087600;0;0;0;0;0;0
RC7G0087700;0;0;0;0;0;0
RC7G0087800;0;0;0;0;0;0
RC7G0087900;0;0;0;0;0;0
RC7G0088000;0;0;0;0;0;0
RC7G0088100;0;0;0;0;0;0
RC7G0088200;0;0;0;0;0;0
RC7G0088300;0;0;0;0;0;0
RC7G0088400;0;0;0;0;0;0
RC7G0088500;0;0;0;0;0;0
RC7G0088600;0;0;0;0;0;0
RC7G0088700;0;0;0;0;0;0
RC7G0088800;0;1;0;1;0;0
RC7G0088900;0;1;0;1;0;0
RC7G0089000;0;0;0;0;0;0
RC7G0089100;0;0;0;0;0;0
RC7G0089200;0;0;0;0;0;0
RC7G0089300;0;0;1;0;0;0
RC7G0089400;0;0;0;0;0;0
RC7G0089500;0;0;0;0;0;0
RC7G0089600;1;0;0;0;0;1
RC7G0089700;0;1;0;1;0;1
RC7G0089800;0;0;0;0;0;0
RC7G0089900;0;0;0;0;0;0
RC7G0090000;0;0;0;0;0;0
RC7G0090100;0;1;0;1;0;1
RC7G0090200;0;0;0;0;0;0
RC7G0090300;0;0;0;0;0;0
RC7G0090400;0;1;0;1;0;0
RC7G0090500;0;0;0;0;0;0
RC7G0090600;0;0;0;0;0;0
RC7G0090700;0;0;0;0;0;0
RC7G0090800;0;0;0;0;0;0
RC7G0090900;0;0;0;0;0;0
RC7G0091000;0;0;0;0;0;0
RC7G0091100;0;0;0;0;0;0
RC7G0091200;0;0;0;0;0;0
RC7G0091300;0;0;0;0;0;0
RC7G0091400;0;0;0;0;0;0
RC7G0091500;0;0;0;0;0;0
RC7G0091600;0;0;0;0;0;0
RC7G0091700;0;0;0;0;0;0
RC7G0091800;0;0;0;0;0;0
RC7G0091900;1;0;0;0;0;0
RC7G0092000;1;0;1;0;0;0
RC7G0092100;0;0;0;0;0;0
RC7G0092200;0;0;0;0;0;0
RC7G0092300;0;0;0;0;0;0
RC7G0092400;0;0;0;0;0;0
RC7G0092500;0;0;0;0;0;0
RC7G0092600;0;0;0;0;0;0
RC7G0092700;0;0;0;0;0;0
RC7G0092800;0;0;0;0;0;0
RC7G0092900;0;0;0;0;0;0
RC7G0093000;0;0;0;0;0;0
RC7G0093100;0;0;0;0;0;0
RC7G0093200;0;0;0;1;0;1
RC7G0093300;1;0;0;0;0;0
RC7G0093400;0;0;0;0;0;0
RC7G0093500;0;0;1;0;0;0
RC7G0093600;0;0;0;1;0;0
RC7G0093700;1;0;1;0;0;0
RC7G0093800;0;1;0;0;0;0
RC7G0093900;0;0;0;0;0;0
RC7G0094000;0;0;0;0;0;0
RC7G0094100;0;0;1;0;0;0
RC7G0094200;0;1;0;0;0;0
RC7G0094300;0;0;0;0;0;0
RC7G0094400;0;0;0;0;0;0
RC7G0094500;0;0;0;0;0;0
RC7G0094600;0;0;0;1;0;0
RC7G0094700;0;0;0;0;0;0
RC7G0094800;0;0;0;0;0;0
RC7G0094900;0;0;0;0;0;0
RC7G0095000;0;0;0;0;0;0
RC7G0095100;0;0;0;0;0;0
RC7G0095200;0;0;0;0;0;0
RC7G0095300;0;0;0;0;0;0
RC7G0095400;0;1;0;0;0;0
RC7G0095500;0;1;0;0;0;0
RC7G0095600;0;0;0;0;0;0
RC7G0095700;0;0;0;0;0;0
RC7G0095800;0;0;0;0;0;0
RC7G0095900;0;0;0;0;0;0
RC7G0096000;0;0;0;0;0;0
RC7G0096100;0;0;0;0;0;0
RC7G0096200;0;0;0;0;0;0
RC7G0096300;0;0;0;0;0;0
RC7G0096400;0;0;0;0;0;0
RC7G0096500;0;0;0;0;0;0
RC7G0096600;0;0;0;0;0;0
RC7G0096700;0;0;0;0;0;0
RC7G0096800;0;1;0;1;0;1
RC7G0096900;0;0;0;0;0;0
RC7G0097000;0;0;0;0;0;0
RC7G0097100;0;0;0;0;0;0
RC7G0097200;0;0;0;0;0;0
RC7G0097300;0;0;0;0;0;0
RC7G0097400;0;0;0;0;0;0
RC7G0097500;0;0;0;0;0;0
RC7G0097600;0;0;0;0;0;0
RC7G0097700;0;1;0;1;0;0
RC7G0097800;0;0;0;1;0;0
RC7G0097900;0;0;0;0;0;0
RC7G0098000;0;0;0;0;0;0
RC7G0098100;0;0;1;0;1;0
RC7G0098200;0;0;0;0;0;0
RC7G0098300;0;0;0;0;0;0
RC7G0098400;0;0;0;0;0;0
RC7G0098500;0;0;0;0;0;0
RC7G0098600;0;0;0;0;0;0
RC7G0098700;0;0;0;0;0;0
RC7G0098800;0;0;0;0;0;0
RC7G0098900;0;0;1;0;0;0
RC7G0099000;0;0;0;0;0;0
RC7G0099100;0;0;0;0;0;0
RC7G0099200;0;1;0;1;0;0
RC7G0099300;0;0;0;0;0;0
RC7G0099400;0;0;0;0;0;0
RC7G0099500;0;0;0;0;0;0
RC7G0099600;0;0;0;0;0;0
RC7G0099700;0;0;0;0;0;0
RC7G0099800;0;0;0;0;0;0
RC7G0099900;0;0;0;0;0;0
RC7G0100000;0;0;0;0;0;0
RC7G0100100;0;0;0;0;0;0
RC7G0100200;0;0;0;0;0;0
RC7G0100300;0;0;0;0;0;0
RC7G0100400;0;0;0;0;1;0
RC7G0100500;0;0;0;0;0;0
RC7G0100600;0;0;0;0;0;0
RC7G0100700;0;0;1;0;0;0
RC7G0100800;0;0;0;0;0;0
RC7G0100900;0;0;0;0;0;0
RC7G0101000;0;0;0;0;0;0
RC7G0101100;0;0;0;0;0;0
RC7G0101200;0;0;0;0;0;0
RC7G0101300;1;0;0;0;0;1
RC7G0101400;0;0;0;0;0;0
RC7G0101500;1;0;1;0;0;0
RC7G0101600;0;0;0;0;0;0
RC7G0101700;0;0;0;0;0;0
RC7G0101800;0;1;0;0;1;0
RC7G0101900;0;1;0;1;0;0
RC7G0102000;0;0;0;0;0;0
RC7G0102100;0;0;0;0;0;0
RC7G0102200;0;0;0;0;0;0
RC7G0102300;0;0;0;0;0;0
RC7G0102400;0;0;0;0;0;0
RC7G0102500;0;0;0;0;0;0
RC7G0102600;0;0;1;0;0;0
RC7G0102700;0;0;0;0;0;0
RC7G0102800;0;0;0;0;0;0
RC7G0102900;0;0;1;0;0;0
RC7G0103000;0;0;0;0;0;0
RC7G0103100;0;0;0;0;0;0
RC7G0103200;0;0;0;0;0;0
RC7G0103300;0;0;0;0;0;0
RC7G0103400;0;0;0;0;0;0
RC7G0103500;0;0;0;0;0;0
RC7G0103600;0;0;0;0;0;0
RC7G0103700;0;1;0;1;0;0
RC7G0103800;0;0;0;0;0;0
RC7G0103900;0;0;0;0;0;0
RC7G0104000;0;1;0;1;0;0
RC7G0104100;0;0;0;0;0;0
RC7G0104200;0;0;0;0;0;0
RC7G0104300;0;0;0;0;1;0
RC7G0104400;0;0;0;0;0;0
RC7G0104500;0;0;0;0;0;0
RC7G0104600;1;0;1;0;0;0
RC7G0104700;0;0;0;0;0;0
RC7G0104800;0;1;0;0;0;0
RC7G0104900;0;0;0;0;0;0
RC7G0105000;0;0;0;0;0;0
RC7G0105100;1;0;0;0;0;0
RC7G0105200;0;0;0;0;0;0
RC7G0105300;0;0;0;0;0;0
RC7G0105400;0;0;0;1;0;0
RC7G0105500;0;0;0;0;0;0
RC7G0105600;0;0;0;0;0;0
RC7G0105700;0;0;0;0;0;0
RC7G0105800;1;0;0;0;0;0
RC7G0105900;0;0;1;0;0;0
RC7G0106000;0;0;0;0;0;0
RC7G0106100;0;0;0;0;0;0
RC7G0106200;0;0;0;0;0;0
RC7G0106300;0;0;0;1;0;0
RC7G0106400;0;0;0;0;0;0
RC7G0106500;0;0;0;0;0;0
RC7G0106600;0;0;0;0;0;0
RC7G0106700;1;0;1;0;0;0
RC7G0106800;1;0;0;0;0;0
RC7G0106900;0;0;0;0;0;0
RC7G0107000;0;1;0;1;0;0
RC7G0107100;0;0;0;0;0;0
RC7G0107200;0;0;0;0;0;0
RC7G0107300;0;0;0;0;0;0
RC7G0107400;0;0;0;0;0;0
RC7G0107500;0;0;0;0;0;0
RC7G0107600;0;1;0;1;0;0
RC7G0107700;0;0;0;0;0;0
RC7G0107800;0;0;0;0;0;0
RC7G0107900;0;0;0;0;0;0
RC7G0108000;0;0;0;0;0;0
RC7G0108100;0;0;0;0;0;0
RC7G0108200;0;0;0;1;0;0
RC7G0108300;0;0;0;0;0;0
RC7G0108400;0;0;0;0;0;0
RC7G0108500;0;0;0;0;0;0
RC7G0108600;0;1;0;1;0;0
RC7G0108700;0;0;0;1;0;0
RC7G0108800;0;0;0;0;0;0
RC7G0108900;0;0;0;1;0;0
RC7G0109000;0;0;0;0;0;0
RC7G0109100;0;0;0;0;0;0
RC7G0109200;0;0;0;0;0;0
RC7G0109300;0;0;1;0;0;0
RC7G0109400;0;0;0;0;0;0
RC7G0109500;0;0;0;0;0;0
RC7G0109600;0;0;0;0;0;0
RC7G0109700;0;0;0;0;0;0
RC7G0109800;0;0;0;0;0;0
RC7G0109900;0;0;0;0;0;0
RC7G0110000;0;0;0;0;0;0
RC7G0110100;0;0;0;0;0;0
RC7G0110200;1;0;1;0;0;0
RC7G0110300;1;0;1;0;0;0
RC7G0110400;0;0;0;0;0;0
RC7G0110500;0;0;0;0;0;0
RC7G0110600;0;1;0;0;0;0
RC7G0110700;0;0;0;0;0;0
RC7G0110800;0;0;0;0;0;0
RC7G0110900;1;0;1;0;0;0
RC7G0111000;0;0;0;0;0;0
RC7G0111100;0;0;0;0;0;0
RC7G0111200;0;0;0;0;0;0
RC7G0111300;0;0;0;0;0;0
RC7G0111400;0;0;0;0;0;0
RC7G0111500;0;0;0;0;0;0
RC7G0111600;0;0;0;0;0;0
RC7G0111700;0;0;0;0;0;0
RC7G0111800;0;0;0;0;0;0
RC7G0111900;0;0;0;0;0;0
RC7G0112000;0;0;0;0;0;0
RC7G0112100;0;0;0;0;0;0
RC7G0112200;0;0;0;0;0;0
RC7G0112300;0;1;0;1;0;0
RC7G0112400;0;0;0;0;0;0
RC7G0112500;0;0;0;0;0;0
RC7G0112600;0;0;0;0;0;0
RC7G0112700;0;0;0;0;1;0
RC7G0112800;0;0;0;1;0;0
RC7G0112900;0;0;0;0;0;0
RC7G0113000;0;0;0;0;0;0
RC7G0113100;0;0;0;0;0;0
RC7G0113200;0;0;1;0;0;0
RC7G0113300;0;0;0;0;0;0
RC7G0113400;0;0;0;0;0;0
RC7G0113500;0;0;0;0;0;0
RC7G0113600;0;0;0;0;0;0
RC7G0113700;0;0;0;0;0;0
RC7G0113800;0;0;0;0;0;0
RC7G0113900;0;1;0;0;0;0
RC7G0114000;0;1;0;0;1;0
RC7G0114100;0;0;0;0;0;0
RC7G0114200;0;0;0;0;0;0
RC7G0114300;0;0;0;0;0;0
RC7G0114400;0;0;0;0;0;0
RC7G0114500;0;0;0;0;0;0
RC7G0114600;0;0;0;0;0;0
RC7G0114700;0;0;0;0;0;0
RC7G0114800;0;0;0;0;0;0
RC7G0114900;0;0;0;0;0;0
RC7G0115000;0;0;0;0;0;0
RC7G0115100;0;0;0;0;0;0
RC7G0115200;0;0;0;0;0;0
RC7G0115300;0;0;0;0;0;0
RC7G0115400;0;0;0;0;0;0
RC7G0115500;0;0;0;0;0;0
RC7G0115600;0;0;0;0;0;0
RC7G0115700;0;0;0;0;0;0
RC7G0115800;0;0;0;0;0;0
RC7G0115900;0;0;0;0;0;0
RC7G0116000;0;0;1;0;1;0
RC7G0116100;0;0;0;0;0;0
RC7G0116200;0;0;0;0;0;0
RC7G0116300;0;0;0;0;0;0
RC7G0116400;0;0;0;0;0;0
RC7G0116500;0;0;0;0;0;0
RC7G0116600;0;0;0;0;0;0
RC7G0116700;0;1;0;0;0;0
RC7G0116800;0;0;0;0;0;0
RC7G0116900;0;0;0;0;0;0
RC7G0117000;0;0;1;0;0;0
RC7G0117100;0;0;0;0;0;0
RC7G0117200;0;0;0;0;0;0
RC7G0117300;0;0;0;0;0;0
RC7G0117400;0;0;0;0;0;0
RC7G0117500;0;0;0;0;0;0
RC7G0117600;0;0;0;0;0;0
RC7G0117700;0;0;0;0;0;0
RC7G0117800;0;0;0;0;0;0
RC7G0117900;0;0;1;0;1;0
RC7G0118000;0;0;0;0;0;0
RC7G0118100;0;0;0;0;0;0
RC7G0118200;0;0;0;0;0;0
RC7G0118300;0;0;0;0;0;0
RC7G0118400;0;0;0;0;0;0
RC7G0118500;0;0;0;0;0;0
RC7G0118600;1;0;0;0;0;0
RC7G0118700;0;0;0;0;0;0
RC7G0118800;0;0;0;0;0;0
RC7G0118900;0;0;0;0;0;0
RC7G0119000;0;0;0;0;0;0
RC7G0119100;0;0;0;0;0;0
RC7G0119200;0;0;0;1;0;0
RC7G0119300;0;1;0;1;0;1
RC7G0119400;0;0;0;0;0;0
RC7G0119500;0;0;1;0;1;0
RC7G0119600;0;0;0;0;0;0
RC7G0119700;0;0;0;0;0;0
RC7G0119800;0;0;0;0;0;0
RC7G0119900;0;0;0;0;0;0
RC7G0120000;0;0;0;1;0;1
RC7G0120100;0;0;0;0;0;0
RC7G0120200;0;1;0;0;0;0
RC7G0120300;0;0;0;0;0;0
RC7G0120400;0;0;0;0;0;0
RC7G0120500;0;0;0;0;0;0
RC7G0120600;0;1;0;1;0;0
RC7G0120700;0;0;0;0;0;0
RC7G0120800;0;0;0;0;0;0
RC7G0120900;0;0;0;0;0;0
RC7G0121000;0;0;0;1;0;0
RC7G0121100;0;0;0;0;0;0
RC7G0121200;0;0;0;0;0;0
RC7G0121300;0;0;0;0;0;0
RC7G0121400;0;0;0;0;0;0
RC7G0121500;0;0;0;0;0;0
RC7G0121600;0;0;0;0;0;0
RC7G0121700;0;0;0;0;0;0
RC7G0121800;0;0;0;0;0;0
RC7G0121900;0;0;0;0;0;0
RC7G0122000;0;0;0;0;0;0
RC7G0122100;0;0;0;0;0;0
RC7G0122200;0;0;0;0;0;0
RC7G0122300;0;0;1;0;0;0
RC7G0122400;0;0;0;0;0;0
RC7G0122500;0;0;0;0;0;0
RC7G0122600;0;0;1;0;1;0
RC7G0122700;0;0;0;0;0;0
RC7G0122800;0;0;0;0;0;1
RC7G0122900;0;0;0;0;0;0
RC7G0123000;0;0;0;0;0;0
RC7G0123100;0;0;0;0;0;0
RC7G0123200;0;0;0;0;0;0
RC7G0123300;0;0;0;0;0;0
RC7G0123400;0;0;1;0;0;0
RC7G0123500;0;0;1;0;0;0
RC7G0123600;0;0;0;0;0;0
RC7G0123700;0;0;0;0;0;0
RC7G0123800;0;0;0;0;0;0
RC7G0123900;0;0;0;0;0;0
RC7G0124000;0;0;0;0;0;0
RC7G0124100;0;0;0;0;0;0
RC7G0124200;0;0;0;0;0;0
RC7G0124300;0;0;0;0;0;0
RC7G0124400;0;0;0;0;0;0
RC7G0124500;0;0;0;0;0;0
RC7G0124600;0;0;0;0;0;0
RC7G0124700;0;0;0;0;0;0
RC7G0124800;0;1;0;1;0;0
RC7G0124900;0;0;0;0;0;0
RC7G0125000;1;0;1;0;0;0
RC7G0125100;0;0;0;0;0;0
RC7G0125200;1;0;1;0;0;0
RC7G0125300;0;0;0;0;0;0
RC7G0125400;0;0;0;0;0;0
RC7G0125500;0;0;0;0;0;0
RC7G0125600;0;0;0;0;0;0
RC7G0125700;0;0;0;0;0;0
RC7G0125800;1;0;1;0;0;0
RC7G0125900;0;0;0;0;0;0
RC7G0126000;0;0;0;0;0;0
RC7G0126100;0;0;0;1;0;0
RC7G0126200;0;0;0;0;0;0
RC7G0126300;0;0;0;0;1;0
RC7G0126400;0;0;1;0;0;0
RC7G0126500;0;0;0;0;0;0
RC7G0126600;0;0;0;0;0;0
RC7G0126700;0;0;0;0;0;0
RC7G0126800;0;0;0;0;0;0
RC7G0126900;1;0;1;0;0;0
RC7G0127000;0;0;0;0;0;0
